ID,Archive,Year,Type,Topic,Origin,Destination,Author,Addressee,Keywords
CARDS0051,Arquivo Nacional da Torre do Tombo,1832,particular,notícias,"Portugal, Lisboa","Portugal, Setúbal, Almada",Plácido António da Silva,Maria Carlota,"Miguel I de Portugal,Guerra,Escritura,Secretos,Ropa"
CARDS0053,Arquivo Nacional da Torre do Tombo,1809,particular,pedido,"Portugal, Lisboa",S.l.,Sebastião José Pereira,Manuel da Silva Maçarico,"Amistad,Prisión,Allanamiento,Pobreza,Ropa,Ayuda"
CARDS0054,Arquivo Nacional da Torre do Tombo,1809,familiar,notícias,"Portugal, Elvas, Campo Maior","Portugal, Lisboa",Francisco Vaz,Diogo Lopes,"Contrabando,Corrupción,Estafa,Falsificación,Ejército,Ayuda"
CARDS0055,Arquivo Nacional da Torre do Tombo,1812,ami.,instruções,"Portugal, Torres Vedras, Ribaldeira, Sirol",S.l.,Matias Luís da Silva,António Joaquim dos Reis,"Correspondencia,Prueba,Herencia,Enfermedad,Falsificación,Propiedades"
CARDS0056,Arquivo Nacional da Torre do Tombo,1812,particular,negócios,"Portugal, Elvas","Portugal, Lisboa",Francisco José de Oliveira,António Teixeira de Carvalho,"Robo,Dinero,Negocios"
CARDS0057,Arquivo Nacional da Torre do Tombo,1815,particular,testemunho,"Portugal, Lisboa",S.l.,Joaquim António Maltês,José Brochado Velho do Couto,"Prueba,Violencia,Fuga,Justicia,Testigos"
CARDS0058,Arquivo Nacional da Torre do Tombo,1814,particular,pedido,"Portugal, Vila Viçosa, Monforte","Portugal, Elvas",Francisco António Soeiro,Francisco de Paula de Sequeira Barreto,"Robo,Ganado,Fuga,Prueba"
CARDS0059,Arquivo Nacional da Torre do Tombo,1822,particular,informação,"Portugal, Portalegre, Alpalhão","Portugal, Elvas",Ana Temudo,Bonifácio António da Silva,"Robo,Violencia,Contrabando,Testigos"
CARDS0060,Arquivo Nacional da Torre do Tombo,1822,particular,pedido,"Portugal, Vila Viçosa, Sousel",S.l.,Manuel Vidigal Salgado,João Homem da Costa Corte Real,"Interrogatorio,Acusación,Precios,Ayuda"
CARDS0061,Arquivo Nacional da Torre do Tombo,1819,particular,justificação,S.l.,S.l.,Francisco José de Araújo,José Dias de Campos,"Estafa,Piratería,Marítimo,Robo"
CARDS0062,Arquivo Nacional da Torre do Tombo,1820,particular,pedido,S.l.,S.l.,P. N. Brelaz,Joaquim Peres da Conceição,"Comercio,Alimentos,Deudas,Correspondencia,Incautación,Mercancías"
CARDS0063,Arquivo Nacional da Torre do Tombo,1820,anónima,extorsão,S.l.,S.l.,António José Maltezinho,Francisco Alves Cachudo,"Amenazas,Asesinato,Dinero"
CARDS0064,Arquivo Nacional da Torre do Tombo,1805,particular,notícias,"Portugal, Lisboa","Portugal, Barcelos, Vila Franca",Manuel de Miranda,José de Faria,"Robo,Exculpación,Criados"
CARDS0065,Arquivo Nacional da Torre do Tombo,1821,particular,pedido,"Portugal, Lisboa",S.l.,Manuel Francisco,Anónimo22,"Prisión,Comunicación,Secretos,Cita"
CARDS0066,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa, Cadeia do Limoeiro",S.l.,José António Maltezinho,Vicente António,"Amenazas,Dinero,Prisión,Falsificación,Destierro"
CARDS0067,Arquivo Nacional da Torre do Tombo,1822,particular,pedido,"Portugal, Lisboa, Cadeia do Limoeiro",S.l.,António Maria de Lemos,Lourenço António de Oliveira,"Dinero,Prisión,Ayuda,Correo,Mediador"
CARDS0068,Arquivo Nacional da Torre do Tombo,1824,particular,pedido,S.l.,S.l.,José Félix da Silva,Bento Freire Carvalho,"Interrogatorio,Correspondencia,Prueba,Violencia,Destierro"
CARDS0069,Arquivo Nacional da Torre do Tombo,1826,particular,pedido,"Portugal, Lisboa",S.l.,António Xavier de Melo Negreiros,Mariana Augusta de Castro,"Dinero,Amenazas,Prisión,Limosna,Enfermedad"
CARDS0070,Arquivo Nacional da Torre do Tombo,1827,anónima,denúncia,"Portugal, Lisboa",,Anónimo18,[José Joaquim Rodrigues de Bastos],"Disturbios,Liberalismo,Conspiración,Denuncia,Prueba,Cartismo"
CARDS0071,Arquivo Nacional da Torre do Tombo,1823,particular,denúncia,"Portugal, Lisboa",,Manuel António de Melo,[Simão da Silva Ferraz de Lima e Castro],Liberalismo
CARDS0072,Arquivo Nacional da Torre do Tombo,1829,amor,expressão de amor,"Portugal, Lisboa",S.l.,E,José Moro,"Prisión,Documentación,Incautación,Amor"
CARDS0073,Arquivo Nacional da Torre do Tombo,1829,amor,reprimenda,"Portugal, Lisboa",S.l.,Anónima11,José Moro,"Prisión,Documentación,Incautación,Amor,Reproches"
CARDS0074,Arquivo Nacional da Torre do Tombo,1829,ami.,aviso,"Portugal, Lisboa",S.l.,B. J. Santana,José Moro,"Prisión,Ayuda,Documentación,Incautación"
CARDS0075,Arquivo Nacional da Torre do Tombo,1829,ami.,encorajamento,"Portugal, Lisboa",S.l.,Julião,José Moro,"Prisión,Ayuda,Consuelo,Documentación,Incautación"
CARDS0077,Arquivo Nacional da Torre do Tombo,1829,amor,expressão de amor,"Portugal, Lisboa",S.l.,Anónima11,José Moro,"Prisión,Amor,Presentes,Documentación,Incautación"
CARDS0078,Arquivo Nacional da Torre do Tombo,1829,amor,reprimenda,"Portugal, Lisboa",S.l.,Anónima11,José Moro,"Prisión,Documentación,Incautación,Amor,Reproches"
CARDS0079,Arquivo Nacional da Torre do Tombo,1829,amor,expressão de amor,"Portugal, Lisboa",S.l.,Anónima11,José Moro,"Prisión,Documentación,Incautación,Amor,Reproches"
CARDS0084,Arquivo Nacional da Torre do Tombo,1822,anónima,ameaça,"Portugal, Avis",S.l.,Anónimo7,Silvestre José,"Prueba,Amenazas,Asesinato,Robo,Violencia"
CARDS0086,Arquivo Nacional da Torre do Tombo,1819,particular,informação,"Portugal, Lisboa",S.l.,Estêvão Moniz da Silva Botelho,José Luís da Silva,"Correspondencia,Testigos,Denuncia,Justicia,Cita,Comunicación"
CARDS0087,Arquivo Nacional da Torre do Tombo,1824,anónima,extorsão,"Portugal, Lisboa",S.l.,Anónimo8,Francisco Rodrigues,"Amenazas,Dinero,Secretos"
CARDS0088,Arquivo Nacional da Torre do Tombo,1824,particular,extorsão,"Portugal, Lisboa",S.l.,Anónimo586,Sebastião Rodrigues,"Amenazas,Dinero,Violencia,Contrabando"
CARDS0089,Arquivo Nacional da Torre do Tombo,1824,particular,extorsão,"Portugal, Lisboa",S.l.,Anónimo586,Sebastião Rodrigues,"Amenazas,Dinero,Violencia,Contrabando"
CARDS0090,Arquivo Nacional da Torre do Tombo,1824,particular,extorsão,"Portugal, Lisboa",S.l.,Anónimo586,Sebastião Rodrigues,"Amenazas,Dinero,Violencia,Contrabando"
CARDS0091,Arquivo Nacional da Torre do Tombo,1822,familiar,pedido,"Portugal, Évora",S.l.,António Joaquim Alfar da Serra Canita Conforte de Albergaria,Joana Isabel de Andrade Cabral,"Delincuencia,Avisos,Ayuda,Alojamiento,Alimentos"
CARDS0092,Arquivo Nacional da Torre do Tombo,1826,anónima,denúncia,"Portugal, Lisboa",S.l.,Anónimo9,[José Joaquim Rodrigues de Bastos],"Denuncia,Rebelión"
CARDS0093,Arquivo Nacional da Torre do Tombo,1821,amor,expressão de amor,S.l.,S.l.,Anónima2,Anónimo23,Amor
CARDS0094,Arquivo Nacional da Torre do Tombo,1829,particular,denúncia,"Portugal, Lisboa",S.l.,Bartolomeu Luís,Anónimo121,"Denuncia,Injurias,Monarquía,Miguel I de Portugal,Prisión"
CARDS0095,Arquivo Nacional da Torre do Tombo,1829,,extorsão,"Portugal, Alenquer, Óbidos",S.l.,Anastácio dos Santos,António Sepúlveda,"Estafa,Falsificación,Correspondencia,Amenazas,Dinero"
CARDS0096,Arquivo Nacional da Torre do Tombo,1829,particular,extorsão,"Portugal, Leiria, Vidais",S.l.,Anastácio dos Santos,António Rodrigues Dinis,"Estafa,Falsificación,Correspondencia,Amenazas,Dinero"
CARDS0097,Arquivo Nacional da Torre do Tombo,1825,,remessa,S.l.,S.l.,José Clímaco de Azevedo Moncada,Miguel Teixeira Cabral,Documentación
CARDS0098,Arquivo Nacional da Torre do Tombo,1828,anónima,denúncia,"Portugal, Lisboa",S.l.,Anónimo10,José Barata Freire de Lima,"Liberalismo,Denuncia,Asesinato,Miguel I de Portugal"
CARDS0099,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,"Portugal, Lisboa",S.l.,José Maria Dias,Aniceto António,"Nobleza,Robo,Rentas,Propiedades,Ayuda"
CARDS0102,Arquivo Nacional da Torre do Tombo,1828,particular,extorsão,S.l.,S.l.,António Joaquim,"Maria José (Maria Tareza, na carta)","Denuncia,Justicia,Dinero,Soborno"
CARDS0103,Arquivo Nacional da Torre do Tombo,1819,anónima,denúncia,"Portugal, Lisboa",S.l.,Anónimo27,Anónimo26,"Denuncia,Prisión,Robo"
CARDS0104,Arquivo Nacional da Torre do Tombo,1822,familiar,notícias,"Portugal, Coimbra","Portugal, Viseu, Papízios",Maria dos Prazeres Soares de Abreu e Melo,Jacinto Rodrigues Novo,"Asesinato,Vida cotidiana,Mobiliario,Alimentos,Ropa"
CARDS0105,Arquivo Nacional da Torre do Tombo,1822,familiar,despedida,S.l.,S.l.,Maria dos Prazeres Soares de Abreu e Melo,Manuel Nicolau de Abreu,"Asesinato,Familia,Disculpas,Añoranza"
CARDS0106,Arquivo Nacional da Torre do Tombo,1822,familiar,notícias,"Portugal, Lisboa",S.l.,António José Cabral de Melo e Pinto,João Cardoso de Almeida,"Asesinato,Matrimonio,Robo,Acusación,Familia,Violencia"
CARDS0107,Arquivo Nacional da Torre do Tombo,1821,familiar,pedido,"Portugal, Lisboa",S.l.,António José Cabral de Melo e Pinto,João Cardoso de Almeida,"Asesinato,Administración,Dinero,Negocios"
CARDS0108,Arquivo Nacional da Torre do Tombo,1821,familiar,recriminação,"Portugal, Beja",S.l.,António José Cabral de Melo e Pinto,Maria dos Prazeres Soares de Abreu e Melo,"Asesinato,Matrimonio,Familia,Infancia,Ropa,Reproches"
CARDS0109,Arquivo Nacional da Torre do Tombo,1822,familiar,notícias,"Portugal, Lisboa",S.l.,António José Cabral de Melo e Pinto,João Cardoso de Almeida,"Asesinato,Infancia,Viajes,Familia"
CARDS0112,Arquivo Nacional da Torre do Tombo,1822,particular,extorsão,"Portugal, Setúbal",S.l.,João José Nogueira,Francisco Machado,"Amenazas,Dinero,Robo"
CARDS0113,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Setúbal",S.l.,João José Nogueira,Joaquim José Duarte,"Amenazas,Dinero,Moneda,Violencia"
CARDS0114,Arquivo Nacional da Torre do Tombo,1822,particular,garantia,"Portugal, Setúbal",S.l.,João José Nogueira,Joaquim José Duarte,"Amenazas,Dinero,Moneda,Deudas"
CARDS0117,Arquivo Nacional da Torre do Tombo,1809,particular,pedido,"Portugal, Faro","Portugal, Tavira, Moncarapacho",José Nunes,Leonardo Palermo de Faria,"Correspondencia,Correo,Robo"
CARDS0118,Arquivo Nacional da Torre do Tombo,1809,particular,informação,"Portugal, Tavira, Moncarapacho",S.l.,Leonardo Palermo de Faria,Maria Pereira,"Correo,Correspondencia,Robo"
CARDS0119,Arquivo Nacional da Torre do Tombo,1831,familiar,votos,"França, Brest",S.l.,Carlos Craveiro Lopes,Higino Xavier Lopes,"Familia,Viajes"
CARDS0120,Arquivo Nacional da Torre do Tombo,1816,particular,instruções,S.l.,S.l.,Anónimo28,Antonio Platillero,"Robo,Dinero,Violencia,Armas"
CARDS0124,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,"Portugal, Lisboa",S.l.,Antónia Rosa,José Luís da Silva,"Moneda,Falsificación,Familia,Secretos,Negocios"
CARDS0125,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,"Portugal, Lisboa",S.l.,Antónia Rosa,José Luís da Silva,"Moneda,Falsificación,Secretos,Negocios"
CARDS0126,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,S.l.,S.l.,Antónia Rosa,José Luís da Silva,"Moneda,Falsificación,Secretos,Negocios"
CARDS0127,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,S.l.,S.l.,Antónia Rosa,José Luís da Silva,"Moneda,Falsificación,Secretos,Negocios"
CARDS0128,Arquivo Nacional da Torre do Tombo,1818,anónima,instruções,"Portugal, Lisboa",S.l.,Anónimo30,José Maria Dias,"Moneda,Falsificación,Secretos,Negocios,Prisión"
CARDS0129,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,"Portugal, Lisboa",S.l.,Antónia Rosa,José Luís da Silva,"Moneda,Falsificación,Prisión,Negocios"
CARDS0130,Arquivo Nacional da Torre do Tombo,1818,particular,pedido,"Portugal, Lisboa",S.l.,José Maria Dias,José Inácio de Mendonça Furtado,"Moneda,Falsificación,Secretos,Negocios,Prisión"
CARDS0131,Arquivo Nacional da Torre do Tombo,1820,particular,recriminação,"Portugal, Évora",S.l.,José do Espírito Santo,Joaquim das Neves,"Prisión,Amistad,Ayuda,Dinero,Ganado"
CARDS0132,Arquivo Nacional da Torre do Tombo,1820,particular,pedido,"Portugal, Évora",S.l.,José do Espírito Santo,Joaquim  das Neves,"Prisión,Amistad,Ganado"
CARDS0133,Arquivo Nacional da Torre do Tombo,1819,particular,acusação,"Portugal, Évora",S.l.,Manuel Duarte,André das Neves,"Prisión,Ganado,Robo,Comercio,Amistad"
CARDS0134,Arquivo Nacional da Torre do Tombo,1824,particular,declaração,"Portugal, Lisboa",S.l.,Bernardo de Azevedo,João Chaves,"Prisión,Ganado,Robo,Comercio"
CARDS0135,Arquivo Nacional da Torre do Tombo,1815,particular,informação,"Portugal, Tavira, Loulé","Portugal, Lisboa",António Joaquim de Sousa Caliço,Diogo Jacinto de Almeida,"Enfermedad,Escribanos,Prisión,Asesinato"
CARDS0136,Arquivo Nacional da Torre do Tombo,1823,particular,participação,"Portugal, Leiria, Soure","Portugal, Leiria",Rodrigo José dos Santos,Diogo Jacinto de Almeida,"Violencia,Robo,Testigos,Testigos,Negocios"
CARDS0137,Arquivo Nacional da Torre do Tombo,1824,particular,participação,"Portugal, Montemor-o-Velho","Portugal, Leiria",Rodrigo José dos Santos,Luís Francisco Vidal,"Violencia,Robo,Acusación"
CARDS0138,Arquivo Nacional da Torre do Tombo,1823,particular,participação,"Portugal, Coimbra, Murtede","Portugal, Leiria",António Simões Machado,Estevão Ferreira da Cruz,"Violencia,Prisión,Testigos"
CARDS0139,Arquivo Nacional da Torre do Tombo,1823,particular,informação,S.l.,,Miguel,António Coutinho,"Violencia,Caza"
CARDS0140,Arquivo Nacional da Torre do Tombo,1823,,informação,S.l.,S.l.,Miguel,António Coutinho,Violencia
CARDS0141,Arquivo Nacional da Torre do Tombo,1823,particular,participação,"Portugal, Coimbra, Murtede",S.l.,António Simões Machado,Anónimo 25,"Violencia,Testigos,Prisión"
CARDS0142,Arquivo Nacional da Torre do Tombo,1824,particular,participação,"Portugal, Montemor-o-Velho, Carapinheira","Portugal, Leiria",Francisco Simões Pessoa,Estevão Ferreira da Cruz,Prisión
CARDS0143,Arquivo Nacional da Torre do Tombo,1824,particular,informação,"Portugal, Leiria, Pombal","Portugal, Leiria",Francisco Simões Pessoa,Estevão Ferreira da Cruz,"Escribanos,Violencia,Allanamiento,Prisión"
CARDS0144,Arquivo Nacional da Torre do Tombo,1824,particular,participação,"Portugal, Montemor-o-Velho","Portugal, Leiria",José Pessoa de Carvalho de Eça,Estêvão Ferreira da Cruz,"Violencia,Robo,Prisión"
CARDS0145,Arquivo Nacional da Torre do Tombo,1824,particular,informação,"Portugal, Montemor-o-Velho","Portugal, Leiria",José Pessoa de Carvalho de Eça,Estevão Ferreira da Cruz,"Prisión,Asesinato,Justicia"
CARDS0146,Arquivo Nacional da Torre do Tombo,1824,particular,participação,"Portugal, Montemor-o-Velho","Portugal, Leiria",José Pessoa de Carvalho de Eça,Estêvão Ferreira da Cruz,"Violencia,Robo,Prisión,Fuga,Justicia"
CARDS0147,Arquivo Nacional da Torre do Tombo,1824,particular,informação,"Portugal, Montemor-o-Velho","Portugal, Leiria",José Pessoa de Carvalho de Eça,Estevão Ferreira da Cruz,"Prisión,Violencia,Testigos"
CARDS0148,Arquivo Nacional da Torre do Tombo,1825,particular,participação,"Portugal, Elvas",S.l.,Henrique Pinto de Mesquita,João de Carvalho Martins da Silva Ferrão,"Ejército,Deserción,Robo,Ganado"
CARDS0149,Arquivo Nacional da Torre do Tombo,1825,familiar,pedido,"Portugal, Évora","Portugal, Beja, Moura",Genoveva Maria Rosa,Francisco Vicente,"Ejército,Deserción,Prisión,Ganado,Robo"
CARDS0150,Arquivo Nacional da Torre do Tombo,1820,familiar,pedido de desculpas,"Portugal, Lisboa",S.l.,Aires Gabriel Aflalo,João José Aflalo,"Deudas,Reproches,Prisión,Arrepentimiento"
CARDS0151,Arquivo Nacional da Torre do Tombo,1827,particular,informação,"Portugal, Lisboa","Portugal, Lisboa",José da Rocha Sampaio,Domingos António Alves,"Negocios,Robo,Alimentos"
CARDS0158,Arquivo Nacional da Torre do Tombo,1829,ami.,encorajamento,"Portugal, Lisboa",S.l.,B. J. Santana,José Moro,"Prisión,Documentación,Incautación,Correspondencia,Mediador"
CARDS0164,Arquivo Nacional da Torre do Tombo,1815,particular,ameaça,"Portugal, Lisboa",S.l.,Joaquim Simplício Ferreira Rocha,Luís Manuel Xavier Morato,"Amenazas,Familia,Ejército,Deserción,Reproches,Rumores"
CARDS0165,Arquivo Nacional da Torre do Tombo,1829,particular,pedido,"Portugal, Lisboa",S.l.,Francisco da Silva,João da Cruz,"Corrupción,Soborno,Robo,Petición,Prisión,Dinero"
CARDS0166,Arquivo Nacional da Torre do Tombo,1829,particular,instruções,"Portugal, Lisboa",S.l.,João Lino da Mota,António Luís Peixoto,"Ejército,Prisión,Enfermedad,Petición,Indulto"
CARDS0167,Arquivo Nacional da Torre do Tombo,1829,particular,instruções,"Portugal, Lisboa",S.l.,João Lino da Mota,António Luís Peixoto,"Ejército,Prisión,Enfermedad,Petición,Indulto"
CARDS0168,Arquivo Nacional da Torre do Tombo,1828,anónima,ameaça,"Portugal, Lisboa",S.l.,Anónimo40,Luís Gonçalves,"Guerras liberales,Miguel I de Portugal,Ofensas,Amenazas"
CARDS0169,Arquivo Nacional da Torre do Tombo,1833,familiar,pedido,"Portugal, Lisboa",S.l.,João António Fernandes,Luís António Fernandes,"Prisión,Familia,Correspondencia"
CARDS0170,Arquivo Nacional da Torre do Tombo,1833,particular,ordem,"Portugal, Lisboa",S.l.,Filipe Pereira,Luís António Fernandes,"Prisión,Justicia"
CARDS0171,Arquivo Nacional da Torre do Tombo,1833,familiar,pedido,"Portugal, Lisboa",S.l.,Felício,João Crisóstomo,"Prisión,Petición,Familia,Enfermedad"
CARDS0172,Arquivo Nacional da Torre do Tombo,1823,particular,denúncia,"Portugal, Lisboa","Portugal, Lisboa",Anónimo41,Simão da Silva Ferraz de Lima e Castro,Denuncia
CARDS0173,Arquivo Nacional da Torre do Tombo,1820,familiar,pedido,S.l.,S.l.,Ana Maria do Espírito Santo,Leonardo Teixeira,"Familia,Prisión,Robo,Dinero,Acusación"
CARDS0174,Arquivo Nacional da Torre do Tombo,1822,particular,denúncia,"Portugal, Lisboa",S.l.,Anónimo42,[Manuel Marinho Falcão de Castro Morais],"Prostitución,Denuncia,Justicia"
CARDS0175,Arquivo Nacional da Torre do Tombo,1821,particular,denúncia,"Portugal, Guarda",S.l.,Anónimo32,Anónimo33,"Denuncia,Acusación,Clero,Guerras liberales"
CARDS0176,Arquivo Nacional da Torre do Tombo,1826,particular,denúncia,"Portugal, Lisboa",S.l.,Anónimo32,Anónimo122,"Denuncia,Acusación,Clero,Guerras liberales"
CARDS0177,Arquivo Nacional da Torre do Tombo,1827,particular,recriminação,"Portugal, Lisboa",S.l.,José Dias de Carvalho Ameno,José Joaquim Aires de Carvalho,"Amistad,Denuncia,Reproches,Guerras liberales,Honra"
CARDS0178,Arquivo Nacional da Torre do Tombo,1821,particular,notícias,"Portugal, Lisboa","Portugal, Guarda, Covilhã",Estêvão José da Silva,Manuel Martins Afonso,"Clero,Denuncia,Guerras liberales"
CARDS0179,Arquivo Nacional da Torre do Tombo,1819,amor,reprimenda,S.l.,S.l.,Anónima3,Francisco Xavier de Lima,"Robo,Prisión,Amor,Añoranza"
CARDS0180,Arquivo Nacional da Torre do Tombo,1819,amor,escusa,S.l.,S.l.,Francisco Xavier Vieira,Anónima3,"Robo,Prisión,Amor,Disculpas"
CARDS0181,Arquivo Nacional da Torre do Tombo,1819,amor,confissão,S.l.,S.l.,Francisco Xavier Vieira,Anónima3,"Robo,Prisión,Amor,Añoranza"
CARDS0183,Arquivo Nacional da Torre do Tombo,1819,familiar,instruções,S.l.,S.l.,João Vieira Martins,Francisco Xavier Vieira Martins,"Robo,Prisión,Familia,Correo"
CARDS0184,Arquivo Nacional da Torre do Tombo,1819,familiar,pedido,"Portugal, Valença, Badim","Portugal, Viseu, Corga",Manuel José Tarreja,Francisco Xavier Vieira Martins,"Robo,Prisión,Familia,Deudas,Correspondencia"
CARDS0185,Arquivo Nacional da Torre do Tombo,1819,amor,promessa,S.l.,S.l.,Francisco Xavier Vieira,Anónima3,"Robo,Prisión,Amor,Cortejo"
CARDS0186,Arquivo Nacional da Torre do Tombo,1819,amor,confissão,S.l.,S.l.,Francisco Xavier Vieira,Anónima3,"Robo,Prisión,Amor,Cortejo,Añoranza"
CARDS0187,Arquivo Nacional da Torre do Tombo,1830,familiar,pedido,S.l.,S.l.,António de Carvalho,Anónima12,"Falsificación,Moneda,Familia,Libros"
CARDS0188,Arquivo Nacional da Torre do Tombo,1821,particular,denúncia,"Portugal, Lisboa",S.l.,António Carlos Caris,Bernardo Madeira de Átrio Brandão,"Robo,Criados,Ejército,Menaje,Ropa"
CARDS0189,Arquivo Nacional da Torre do Tombo,1826,particular,pedido,"Portugal, Setúbal, Coina","Portugal, Setúbal, Moita",António Joaquim Severo Leão Cabreira,Anónimo43,"Robo,Testigos,Falsificación,Justicia"
CARDS0190,Arquivo Nacional da Torre do Tombo,1819,particular,participação,"Portugal, Ourique, Santana de Cambas","Portugal, Ourique, Mértola",João de Viseu,Anónimo96,"Asesinato,Defunción,Acusación,Justicia"
CARDS0191,Arquivo Nacional da Torre do Tombo,1823,particular,denúncia,"Portugal, Lisboa",S.l.,Anónimo45,[Simão da Silva Ferraz de Lima e Castro],"Denuncia,Liberalismo,Fiesta,Coplas"
CARDS0192,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa","Portugal, Ourique, Almodôvar",Anónimo46,Bárbara Joaquina,"Liberalismo,Prisión,Amenazas,Dinero,Soborno"
CARDS0193,Arquivo Nacional da Torre do Tombo,1822,particular,pedido,"Portugal, Lisboa",S.l.,José Joaquim,Caetano Machado de Matos,"Amenazas,Prisión,Dinero,Soborno"
CARDS0194,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa",S.l.,Anónimo97,António Gomes Ferreira,"Amenazas,Prisión,Dinero,Soborno"
CARDS0195,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa",S.l.,Anónimo47,Hermano Brancampe,"Amenazas,Prisión,Dinero,Soborno"
CARDS0196,Arquivo Nacional da Torre do Tombo,1822,particular,extorsão,"Portugal, Lisboa",S.l.,Anónimo48,Anónimo49,"Amenazas,Prisión,Dinero,Soborno"
CARDS0197,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa",S.l.,Anónimo47,José da Cruz,"Amenazas,Prisión,Dinero,Soborno,Correspondencia"
CARDS0198,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa",S.l.,Anónimo47,José da Cruz,"Amenazas,Prisión,Dinero"
CARDS0199,Arquivo Nacional da Torre do Tombo,1822,anónima,extorsão,"Portugal, Lisboa","Portugal, Ourique, Almodôvar",Anónimo46,Simão,"Amenazas,Prisión,Dinero,Contrabando"
CARDS0200,Arquivo Nacional da Torre do Tombo,1822,particular,extorsão,"Portugal, Lisboa","Portugal, Avis, Coruche",Manuel Mendes,João da Silva,"Amenazas,Prisión,Dinero,Violencia"
CARDS0201,Arquivo Nacional da Torre do Tombo,1822,particular,extorsão,"Portugal, Lisboa",S.l.,Anónimo51,Anónimo50,"Amenazas,Prisión,Dinero"
CARDS0202,Arquivo Nacional da Torre do Tombo,1821,particular,instruções,S.l.,S.l.,Anónimo52,Anónimo53,"Amenazas,Prisión,Correspondencia,Fuga"
CARDS0203,Arquivo Nacional da Torre do Tombo,1821,particular,extorsão,"Portugal, Lisboa","Portugal, Elvas, Mourão",Anónimo54,José Nunes,"Amenazas,Prisión,Dinero"
CARDS0204,Arquivo Nacional da Torre do Tombo,1822,particular,extorsão,"Portugal, Lisboa","Portugal, Elvas, Mourão",Anónimo54,José Nunes,"Amenazas,Prisión,Dinero"
CARDS0205,Arquivo Nacional da Torre do Tombo,1824,ami.,informação,"Portugal, Lisboa",S.l.,Manuel Isidro da Paz,Cândido de Almeida Sandoval,"Conspiración,Denuncia,Liberalismo,Viajes,Negocios"
CARDS0206,Arquivo Nacional da Torre do Tombo,1824,ami.,aviso,"Portugal, Setúbal, Palmela","Portugal, Lisboa",Manuel Isidro da Paz,Cândido de Almeida Sandoval,"Conspiración,Denuncia,Liberalismo,Correo,Correspondencia"
CARDS0207,Arquivo Nacional da Torre do Tombo,1824,particular,informação,"Portugal, Lisboa",S.l.,Manuel Isidro da Paz,Cândido de Almeida Sandoval,"Conspiración,Denuncia,Liberalismo,Viajes,Negocios"
CARDS0208,Arquivo Nacional da Torre do Tombo,1824,ami.,notícias,"Portugal, Setúbal, Palmela","Portugal, Lisboa",Manuel Isidro da Paz,Cândido de Almeida Sandoval,"Conspiración,Denuncia,Liberalismo,Reproches,Prisión,Pobreza"
CARDS0209,Arquivo Nacional da Torre do Tombo,1824,ami.,informação,"Portugal, Lisboa",S.l.,Manuel Isidro da Paz,Cândido de Almeida Sandoval,"Conspiración,Denuncia,Liberalismo,Prisión,Ayuda"
CARDS0210,Arquivo Nacional da Torre do Tombo,1824,particular,pedido,"Portugal, Lisboa",S.l.,Cândido de Almeida Sandoval,Pinto,"Conspiración,Denuncia,Liberalismo,Promesas,Dinero,Petición"
CARDS0211,Arquivo Nacional da Torre do Tombo,1824,particular,pedido,"Portugal, Lisboa",S.l.,Pinto,Cândido de Almeida Sandoval,"Denuncia,Nobleza,Escritura,Imprenta,Prisión,Justicia"
CARDS0212,Arquivo Nacional da Torre do Tombo,1824,ami.,informação,"Portugal, Lisboa",S.l.,Cândido de Almeida Sandoval,Manuel Isidro da Paz,"Denuncia,Nobleza,Escritura,Imprenta,Prisión,Justicia"
CARDS0213,Arquivo Nacional da Torre do Tombo,1824,particular,súplica,"Portugal, Lisboa",,Cândido de Almeida Sandoval,Dom João VI,"Conspiración,Imprenta,Petición,Liberalismo"
CARDS0214,Arquivo Nacional da Torre do Tombo,1824,ami.,notícias,"Portugal, Lisboa",S.l.,Cândido de Almeida Sandoval,Manuel Isidro da Paz,"Denuncia,Nobleza,Escritura,Imprenta,Prisión,Justicia"
CARDS0216,Arquivo Nacional da Torre do Tombo,1824,ami.,informação,"Portugal, Lisboa",S.l.,Manuel Isidro da Paz,Cândido de Almeida Sandoval,"Denuncia,Nobleza,Escritura,Imprenta,Prisión,Justicia"
CARDS0217,Arquivo Nacional da Torre do Tombo,1824,particular,pedido,"Portugal, Lisboa",S.l.,Cândido de Almeida Sandoval,Manuel Inácio Martins Pamplona Corte Real,"Denuncia,Nobleza,Escritura,Imprenta,Prisión,Justicia"
